,model_id,Variable,Remove,Prior,pvalue,Rsq,mape
0,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_PRIVATE LABEL_PRIVATE LABEL_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_2-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_comp_acv,Competitor,-0.5852436607392626,0.105553193084794,0.9719694099129016,0.0715347193736305
1,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_blackfriday_flg,Own,-0.1208320146730685,0.0880136044997342,0.9719694099129016,0.0715347193736305
2,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_christmas_flg,Own,-0.159867485795516,0.0293527665978175,0.9719694099129016,0.0715347193736305
3,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_december_flg,Own,0.0561156216999547,0.4235135220752265,0.9719694099129016,0.0715347193736305
4,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_acv,Own,1.137255164389661,1.089531657831456e-64,0.9719694099129016,0.0715347193736305
5,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_base_price,Own,-1.2684128635279546,0.0006033163581715,0.9719694099129016,0.0715347193736305
6,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_tpr,Own,-0.6254389502240199,0.1752100418643724,0.9719694099129016,0.0715347193736305
7,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_yearly_seasonality_segment,Own,-1.8346499616033327,0.5750817415963704,0.9719694099129016,0.0715347193736305
8,DOG FOOD_BIXBI_BIXBI_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_93-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,const,,14.015510099020766,2.915320348562516e-13,0.9719694099129016,0.0715347193736305
9,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_PRIVATE LABEL_PRIVATE LABEL_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_25-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_comp_tpr,Competitor,0.6217354167156638,0.0863036353527108,0.8690897779396806,0.0379382321826566
10,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_christmas_flg,Own,-0.0456312400961834,0.2189015273819067,0.8690897779396806,0.0379382321826566
11,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_acv,Own,0.4493316310182462,1.137798526656168e-26,0.8690897779396806,0.0379382321826566
12,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_base_price,Own,-1.3739517659034122,9.182644000400279e-24,0.8690897779396806,0.0379382321826566
13,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_tpr,Own,-0.8093117439547408,1.3302488986325888e-05,0.8690897779396806,0.0379382321826566
14,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_new_year_flg,Own,-0.0820051232301892,0.0128840268590356,0.8690897779396806,0.0379382321826566
15,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_stockpiling,Own,-0.0313072971509559,0.0394040324947218,0.8690897779396806,0.0379382321826566
16,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_yearly_seasonality_segment,Own,-0.8237365944124235,0.6234798770060768,0.8690897779396806,0.0379382321826566
17,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_76-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,const,,13.103129868052315,2.712138861769414e-61,0.8690897779396806,0.0379382321826566
18,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_blackfriday_flg,Own,0.0668324109709349,0.0474906836038534,0.9077692348522156,0.0356645548146644
19,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_december_flg,Own,0.0583283365279812,0.0849168107668871,0.9077692348522156,0.0356645548146644
20,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_acv,Own,0.4102978856535597,9.022111266365679e-15,0.9077692348522156,0.0356645548146644
21,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_base_price,Own,-1.4107206031463029,1.3832141166087669e-18,0.9077692348522156,0.0356645548146644
22,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_tpr,Own,-1.3093984637141545,9.12689107745894e-10,0.9077692348522156,0.0356645548146644
23,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_time_trend,Own,0.1680584051491093,4.4270856166580646e-11,0.9077692348522156,0.0356645548146644
24,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_yearly_seasonality_segment,Own,-0.4234019351057725,0.7596327892410002,0.9077692348522156,0.0356645548146644
25,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_40-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,const,,14.64686311499478,4.1966269032596466e-42,0.9077692348522156,0.0356645548146644
26,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_christmas_flg,Own,0.0317554336302345,0.5362941278076714,0.6556456697967947,0.0554650534859981
27,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_december_flg,Own,0.0702032421388392,0.1728644425243009,0.6556456697967947,0.0554650534859981
28,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_acv,Own,0.5581867503548466,9.605143014747368e-18,0.6556456697967947,0.0554650534859981
29,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_base_price,Own,-0.2217267467468836,0.0489374867986285,0.6556456697967947,0.0554650534859981
30,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_tpr,Own,-1.3548919487016005,4.5295491481728856e-05,0.6556456697967947,0.0554650534859981
31,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_new_year_flg,Own,0.0727738063378271,0.1079527174316259,0.6556456697967947,0.0554650534859981
32,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_yearly_seasonality_segment,Own,2.4391880818542973,0.3014472243534373,0.6556456697967947,0.0554650534859981
33,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_NST PURINA_PURINA PRO PLAN_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_EVERYDAY_7-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_bp_ratio,Competitor,-0.3661036670720969,0.0011999869617182,0.6556456697967947,0.0554650534859981
34,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_REM SEGMENT_79-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,const,,8.717194012056567,2.6693636413738397e-39,0.6556456697967947,0.0554650534859981
35,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_blackfriday_flg,Own,0.0210801698294339,0.4638999236635739,0.8909235977917077,0.0287453816290601
36,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_christmas_flg,Own,0.0561047625713391,0.0749153520855518,0.8909235977917077,0.0287453816290601
37,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_december_flg,Own,0.076410038730563,0.0167393274769401,0.8909235977917077,0.0287453816290601
38,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_acv,Own,0.4602361394059517,1.7087821797537888e-17,0.8909235977917077,0.0287453816290601
39,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_base_price,Own,-0.4644795801765917,0.0003458936860206,0.8909235977917077,0.0287453816290601
40,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_tpr,Own,-0.9045199570286736,1.2303219188587718e-11,0.8909235977917077,0.0287453816290601
41,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_new_year_flg,Own,0.0325004532028978,0.178567792122956,0.8909235977917077,0.0287453816290601
42,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_stockpiling,Own,-0.0218254738942331,0.4694892993491781,0.8909235977917077,0.0287453816290601
43,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_time_trend,Own,0.0408142908501467,0.0680655205778649,0.8909235977917077,0.0287453816290601
44,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_yearly_seasonality_segment,Own,0.727780291669319,0.5957879629098801,0.8909235977917077,0.0287453816290601
45,DOG FOOD_CANIDAE CORPORATION_CANIDAE_DRY_SINGLE PACK_>40LB (DD-XL)_REM SEGMENT_65-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,const,,9.94039614822833,4.9851357317565066e-30,0.8909235977917077,0.0287453816290601
46,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_christmas_flg,Own,-0.0282630319648085,0.38780243137829,0.3186111476934609,0.0384567995608627
47,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_december_flg,Own,0.0366055485784059,0.2606729473214001,0.3186111476934609,0.0384567995608627
48,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_acv,Own,0.0982143535948476,0.2768160577409778,0.3186111476934609,0.0384567995608627
49,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_base_price,Own,-0.8857325081113694,3.427418872780038e-09,0.3186111476934609,0.0384567995608627
50,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_new_year_flg,Own,0.028546924715223,0.3166708190392688,0.3186111476934609,0.0384567995608627
51,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_yearly_seasonality_segment,Own,-0.5647346096101842,0.7001427336041628,0.3186111476934609,0.0384567995608627
52,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_PRIVATE LABEL_PRIVATE LABEL_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_25-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_comp_tpr,Competitor,0.3812477421179134,0.2496915594601907,0.3186111476934609,0.0384567995608627
53,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_2-8LB (DD-SML)_REM SEGMENT_19-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,const,,14.771432661631106,2.968759459800504e-49,0.3186111476934609,0.0384567995608627
54,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_blackfriday_flg,Own,0.0212825804843656,0.2796879137280684,0.7760077203285958,0.0189965345070142
55,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_christmas_flg,Own,-0.0453917188801843,0.0225581734996137,0.7760077203285958,0.0189965345070142
56,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_december_flg,Own,0.0533194500075121,0.0077280697560387,0.7760077203285958,0.0189965345070142
57,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_acv,Own,0.6348820395614823,2.3038380079096127e-07,0.7760077203285958,0.0189965345070142
58,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_ln_base_price,Own,-0.688571299362223,1.914686167070115e-31,0.7760077203285958,0.0189965345070142
59,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_new_year_flg,Own,0.0597070878979937,0.0007046098241544,0.7760077203285958,0.0189965345070142
60,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills_yearly_seasonality_segment,Own,0.4183248813026239,0.642127662869078,0.7760077203285958,0.0189965345070142
61,DOG FOOD_GENERAL MILLS_BLUE_DRY_SINGLE PACK_21-39.9LB (DD-LRG)_REM SEGMENT_1-petsmart b&m total ta-dog food-dry-usa-pet_care-hills,const,,12.844599581278189,9.156276113419413e-46,0.7760077203285958,0.0189965345070142
